B1,B2,B3,B4,R1,R2,RL,M
21.913630265412714,7.332084574716171,1.6339788119929557,0.6606581353540831,26.057455828229404,5.523878089869376,24.06533083832461,0.0
22.29599312622728,7.4606077249885345,1.752683523504293,0.6753174578543814,26.652329468901144,5.797420423943996,24.65319714214766,0.0
22.144869302955367,7.871369983975432,1.7515376926733224,0.7532750786155353,25.666668767045415,5.8457086665093785,23.876277444911373,0.02472799208704253
21.790999493233578,7.568364105103023,1.8576640835470615,0.7556839297014397,26.40654172095833,5.930011847011271,24.579668555912967,0.02472799208704253
22.157867567314682,8.035474443736037,1.91298869290536,0.8445260849343404,27.556043601542196,6.525649655332113,25.46096132234426,0.02472799208704253
22.604033411068073,8.105757172265518,2.0271250463512898,0.871017614044871,27.796460436216957,6.572506945900093,26.02766849921936,0.0
23.378454181502153,8.726962752438945,2.4982285704902987,1.0906499217484629,28.270901687538235,6.917279202792548,26.528358992076317,0.0
23.618208377567196,8.83225933879303,2.3670359202811277,0.9877607573452648,28.825691016796988,7.066777915936499,26.783320894671547,0.02472799208704253
23.86023203919153,9.151868627072645,2.5842767471474857,1.0505317383871946,29.20982803024788,7.495253468184755,27.480122026317837,0.0
24.233326113576304,9.184561539984248,2.8696973956299368,1.265372270308688,29.493362306949344,7.393607702496571,27.541319093345635,0.0
25.030253463785062,10.21480043884995,3.2576274495683557,1.2915867475415244,30.120897755380614,8.154177844902263,27.92591754864232,0.02472799208704253
25.067083470945832,10.39052774386894,3.562234176674363,1.532200174015632,30.82781612931053,8.75954889326269,28.792141477175292,0.02472799208704253
26.401776508881085,11.075849306750825,3.771471357039758,1.4406685587318244,31.636195140886503,9.008536838171125,29.603367189610363,0.0
25.838307657747674,10.74386329024652,3.6403296553610582,1.54281496270906,31.2888394687322,8.819821571191014,29.28121729155319,0.0
25.952245073639684,10.821597500751388,4.020388300509257,1.6909452654985309,31.71305871431705,9.167434178260207,29.708429030136678,0.04945598417408506
25.590311455931342,10.710110874549612,3.91695712350505,1.7083622149093294,31.77719847779143,9.19642986305885,29.712482853163362,0.04945598417408506
26.00543013237926,11.182040560108632,4.166240897366379,1.7428349817115458,32.273646727549014,9.624975097056366,30.097151906248648,0.02472799208704253
26.87449222139879,11.713210613194192,4.419061408773571,1.8187566573494791,32.933326605255694,9.90334564608752,30.87900689108353,0.02472799208704253
26.9850900587672,11.912485146351028,4.4021657961387985,1.8306690011784734,33.35010517305441,10.172908641924524,31.061668031643308,0.02472799208704253
27.011810483788135,11.709964485546159,4.5701409404134825,1.8437228573151947,33.36469157503096,10.15415168164359,31.084629598942907,0.04945598417408506
26.947524391911525,11.830177301288973,4.628956551580308,1.8042280570310512,33.11933458648697,10.162633648219316,30.890484758370206,0.0
27.48456517331948,12.012157107338242,4.436794460299099,1.781285872011438,34.301349525651545,10.52880090959285,31.998146030230856,0.0
27.695864194145464,12.150091604177398,4.388109213480955,1.7338519272123383,34.009107796478894,10.424420764823093,31.748432803615824,0.0
27.85599314732793,12.634395816216218,4.80598160292779,2.005486284241611,34.21385672088882,10.782222496353294,31.94114828637887,0.02472799208704253
28.197045531293014,12.738942010951803,4.587100880029514,1.9450815840401043,34.57706456180013,10.92175546294047,32.145272838058474,0.02472799208704253
28.16255297332237,12.688090572699554,4.731237072247009,1.8928335534039442,34.235489568911945,10.690299839209615,31.935102295169653,0.04945598417408506
28.94467312382149,13.37623482048754,5.016609610405711,1.9359144244213367,35.43261064979029,11.532062942438834,33.09274246574604,0.0
28.22981313351656,12.95124404873787,4.856330489346378,1.9946581690880352,34.68677263159652,11.188290812826327,32.31248462396572,0.02472799208704253
28.663770407960715,13.225738572566591,5.172806929389556,2.0501497989808883,35.178315840192546,11.496390073413957,32.833896801136284,0.0741839762611276
28.391638204320994,12.856438441423284,4.940815130350247,1.8454032617577831,34.65230517021673,11.047737435217016,32.16653716631998,0.0
